id,address,clear_address,lat,lon
93570,"РОСТОВСКАЯ ОБЛАСТЬ, ОРЛОВСКИЙ РАЙОН, КАМЫШЕВКА ХУТОР, МИРА УЛИЦА, 84",ростовская орловский камышевка мира 84,46.6536549,42.6365557
93571,"РОСТОВСКАЯ ОБЛАСТЬ, ЗИМОВНИКОВСКИЙ РАЙОН, ПЛОТНИКОВ ХУТОР, МИРА УЛИЦА, №7",ростовская зимовниковский плотников мира №7,,
93572,"РОСТОВСКАЯ ОБЛАСТЬ, РОСТОВ-НА-ДОНУ ГОРОД, ВОЗРОЖДЕНИЯ УЛИЦА, 8",ростовская ростов-на-дону возрождения 8,47.2312842,39.6788311042285
93573,"РОСТОВСКАЯ ОБЛАСТЬ, БАТАЙСК ГОРОД, ПОЛОВИНКО УЛИЦА, ДОМ 225",ростовская батайск половинко 225,47.1506952,39.7225874882151
93574,"РОСТОВСКАЯ ОБЛАСТЬ, РОСТОВ-НА-ДОНУ ГОРОД, МАРШАЛА ЖУКОВА ПРОСПЕКТ, ДОМ 33, КОРПУС А",ростовская ростов-на-дону маршала жукова 33 корпус а,,
93575,"РОСТОВСКАЯ ОБЛАСТЬ, ЗИМОВНИКОВСКИЙ РАЙОН, САВОСЬКИН ХУТОР, КИРОВА УЛИЦА, 66/1",ростовская зимовниковский савоськин кирова 66/1,46.7575447,42.8040918
93576,"РОСТОВСКАЯ ОБЛАСТЬ, КАМЕНСКИЙ РАЙОН, МАЛАЯ КАМЕНКА ХУТОР, КАРЛА МАРКСА УЛИЦА, 42 А",ростовская каменский малая каменка карла маркса 42 а,,
93577,"РОСТОВСКАЯ ОБЛАСТЬ, ВОЛГОДОНСК ГОРОД, СТРОИТЕЛЕЙ ПРОСПЕКТ, ДОМ 4-Б",ростовская волгодонск строителей 4-б,,
93578,"РОСТОВСКАЯ ОБЛАСТЬ, ОРЛОВСКИЙ РАЙОН, КРАСНОАРМЕЙСКИЙ ПОСЕЛОК, КИРОВА УЛИЦА, 45",ростовская орловский красноармейский кирова 45,47.0131105,42.2078078
93579,"РОСТОВСКАЯ ОБЛАСТЬ, ВОЛГОДОНСК ГОРОД, ЧЕРНИКОВА УЛИЦА, 9",ростовская волгодонск черникова 9,47.52158825,42.20011528835008
93580,"РОСТОВСКАЯ ОБЛАСТЬ, ОРЛОВСКИЙ РАЙОН, ОРЛОВСКИЙ ПОСЕЛОК, М.ГОРЬКОГО УЛИЦА, ДОМ 71",ростовская орловский орловский м.горького 71,46.87474,42.05294615
93581,"РОСТОВСКАЯ ОБЛАСТЬ, НОВОЧЕРКАССК ГОРОД, БАКЛАНОВСКИЙ ПРОСПЕКТ, 142",ростовская новочеркасск баклановский 142,47.42342725,40.06258731300154
93582,"РОСТОВСКАЯ ОБЛАСТЬ, РОСТОВ-НА-ДОНУ ГОРОД, СЕМАШКО ПЕРЕУЛОК, 50",ростовская ростов-на-дону семашко 50,47.2234972,39.71287368524236
93583,"РОСТОВСКАЯ ОБЛАСТЬ, ГУКОВО ГОРОД, ГОГОЛЯ УЛИЦА, 33",ростовская гуково гоголя 33,48.03710205,39.93597104999999
93584,"РОСТОВСКАЯ ОБЛАСТЬ, ВОЛГОДОНСК ГОРОД, МОЛОДЕЖНАЯ УЛИЦА, ДОМ 2",ростовская волгодонск молодежная 2,,
93585,"РОСТОВСКАЯ ОБЛАСТЬ, КАШАРСКИЙ РАЙОН, ТРЕТИЙ ИНТЕРНАЦИОНАЛ ХУТОР, ЗАВЕТНАЯ УЛИЦА, ДОМ 3",ростовская кашарский третий интернационал заветная 3,,
93586,"РОСТОВСКАЯ ОБЛАСТЬ, ОРЛОВСКИЙ РАЙОН, ОРЛОВСКИЙ ПОСЕЛОК, ПРОЛЕТАРСКАЯ УЛИЦА, ДОМ 47",ростовская орловский орловский пролетарская 47,46.87681805,42.04077997241676
93587,"РОСТОВСКАЯ ОБЛАСТЬ, РОСТОВ-НА-ДОНУ ГОРОД, АКТЮБИНСКИЙ ПЕРЕУЛОК, 2А",ростовская ростов-на-дону актюбинский 2а,47.248279100000005,39.73348339856561
93588,"РОСТОВСКАЯ ОБЛАСТЬ, РОСТОВ-НА-ДОНУ ГОРОД, КАШИРСКАЯ УЛИЦА, ДОМ 10, КОРПУС 2",ростовская ростов-на-дону каширская 10 корпус 2,,
93589,"РОСТОВСКАЯ ОБЛАСТЬ, БЕЛОКАЛИТВИНСКИЙ РАЙОН, СОСНЫ ПОСЕЛОК, КИРОВА УЛИЦА, 15А",ростовская белокалитвинский сосны кирова 15а,48.1795335,40.8372005
93590,"РОСТОВСКАЯ ОБЛАСТЬ, МИЛЛЕРОВСКИЙ РАЙОН, МИЛЛЕРОВО ГОРОД, ДУМЕНКО УЛИЦА, ДОМ 34",ростовская миллеровский миллерово думенко 34,48.924309300000004,40.36959902547073
93591,"РОСТОВСКАЯ ОБЛАСТЬ, ВОЛГОДОНСК ГОРОД, М.ГОРЬКОГО УЛИЦА, ДОМ 167 А",ростовская волгодонск м.горького 167 а,,
93592,"РОСТОВСКАЯ ОБЛАСТЬ, КАШАРСКИЙ РАЙОН, ВЕРХНЕМАКЕЕВКА СЛОБОДА, ОКТЯБРЬСКАЯ УЛИЦА, 49",ростовская кашарский верхнемакеевка октябрьская 49,49.1719127,41.0753371
93593,"РОСТОВСКАЯ ОБЛАСТЬ, БЕЛОКАЛИТВИНСКИЙ РАЙОН, НИЖНЕПОПОВ ХУТОР, МОСТОВАЯ УЛИЦА, 10",ростовская белокалитвинский нижнепопов мостовая 10,,
93594,"РОСТОВСКАЯ ОБЛАСТЬ, РОСТОВ-НА-ДОНУ ГОРОД, ПЛЕХАНОВА УЛИЦА, 1А",ростовская ростов-на-дону плеханова 1а,47.21002595,39.66806766715918
93595,"РОСТОВСКАЯ ОБЛАСТЬ, НОВОШАХТИНСК ГОРОД, ХАРЬКОВСКАЯ УЛИЦА, 217",ростовская новошахтинск харьковская 217,47.7829196,39.913757377872564
93596,"РОСТОВСКАЯ ОБЛАСТЬ, АКСАЙСКИЙ РАЙОН, ИСТОМИНО ХУТОР, ИСТОМИНА УЛИЦА, 1",ростовская аксайский истомино истомина 1,47.0792973,39.8631121
93597,"РОСТОВСКАЯ ОБЛАСТЬ, КАШАРСКИЙ РАЙОН, ВЕРХНЕКАЛИНОВКА СЕЛО, БРИГАДНАЯ УЛИЦА, 4",ростовская кашарский верхнекалиновка бригадная 4,,
93598,"РОСТОВСКАЯ ОБЛАСТЬ, АЗОВ ГОРОД, КРАСНОГОРОВСКАЯ УЛИЦА, 4",ростовская азов красногоровская 4,47.101313000000005,39.43929655000001
93599,"РОСТОВСКАЯ ОБЛАСТЬ, БЕЛОКАЛИТВИНСКИЙ РАЙОН, БОГУРАЕВ ХУТОР, ЗАРЕЧНАЯ УЛИЦА, 2",ростовская белокалитвинский богураев заречная 2,48.1519477,40.7151121
93600,"РОСТОВСКАЯ ОБЛАСТЬ, БОКОВСКИЙ РАЙОН, КАРГИНСКАЯ СТАНИЦА, ШКОЛЬНЫЙ ПЕРЕУЛОК, 1",ростовская боковский каргинская станица школьный 1,,
93601,"РОСТОВСКАЯ ОБЛАСТЬ, КАШАРСКИЙ РАЙОН, ВЕРХНЕСВЕЧНИКОВО СЕЛО, КОЛХОЗНАЯ УЛИЦА, ДОМ 16",ростовская кашарский верхнесвечниково колхозная 16,,
93602,"РОСТОВСКАЯ ОБЛАСТЬ, НЕКЛИНОВСКИЙ РАЙОН, ПОКРОВСКОЕ СЕЛО, ТУРГЕНЕВСКИЙ ПЕРЕУЛОК, 38",ростовская неклиновский покровское тургеневский 38,47.41410535,38.90410522133668
93603,"РОСТОВСКАЯ ОБЛАСТЬ, АЗОВ ГОРОД, МАКАРОВСКОГО УЛИЦА, ДОМ 35",ростовская азов макаровского 35,47.105139,39.40584315273871
93604,"РОСТОВСКАЯ ОБЛАСТЬ, БЕЛОКАЛИТВИНСКИЙ РАЙОН, ЧАПАЕВ ХУТОР, МОЛОДЕЖНАЯ УЛИЦА, 4",ростовская белокалитвинский чапаев молодежная 4,,
93605,"РОСТОВСКАЯ ОБЛАСТЬ, БОКОВСКИЙ РАЙОН, БОЛЬШЕНАПОЛОВСКИЙ ХУТОР, ШКОЛЬНАЯ УЛИЦА, 70",ростовская боковский большенаполовский школьная 70,,
93606,"РОСТОВСКАЯ ОБЛАСТЬ, ВОЛГОДОНСК ГОРОД, ГАГАРИНА УЛИЦА, ДОМ 91",ростовская волгодонск гагарина 91,47.53104655,42.2335873602288
93607,"РОСТОВСКАЯ ОБЛАСТЬ, КАШАРСКИЙ РАЙОН, ИНДУСТРИАЛЬНЫЙ ПОСЕЛОК, ЗЕЛЕНАЯ УЛИЦА, 6",ростовская кашарский индустриальный зеленая 6,,
93608,"РОСТОВСКАЯ ОБЛАСТЬ, БЕЛОКАЛИТВИНСКИЙ РАЙОН, БОГУРАЕВ ХУТОР, МИРНАЯ УЛИЦА, 10",ростовская белокалитвинский богураев мирная 10,48.1427287,40.6820244
93609,"РОСТОВСКАЯ ОБЛАСТЬ, КАМЕНСК-ШАХТИНСКИЙ ГОРОД, ЛИХОВСКОЙ МИКРОРАЙОН, МАКСИМА ГОРЬКОГО ПЕРЕУЛОК, 7",ростовская каменск-шахтинский лиховской максима горького 7,,
93610,"РОСТОВСКАЯ ОБЛАСТЬ, ОРЛОВСКИЙ РАЙОН, КАМЕННАЯ БАЛКА ХУТОР, ШКОЛЬНАЯ УЛИЦА, 78",ростовская орловский каменная балка школьная 78,46.9446333,41.9986469
93611,"РОСТОВСКАЯ ОБЛАСТЬ, КАШАРСКИЙ РАЙОН, КАШАРЫ СЛОБОДА, МИРА УЛИЦА, ДОМ 2",ростовская кашарский кашары мира 2,49.0402479,41.00166631295694
93612,Ростовская область,ростовская ,61.0771764,41.9943256
93613,"РОСТОВСКАЯ ОБЛАСТЬ, БЕЛОКАЛИТВИНСКИЙ РАЙОН, ЛЕНИНА ХУТОР, НАБЕРЕЖНАЯ УЛИЦА, 46",ростовская белокалитвинский ленина набережная 46,,
93614,"РОСТОВСКАЯ ОБЛАСТЬ, РОСТОВ-НА-ДОНУ ГОРОД, ДОБРОВОЛЬСКОГО УЛИЦА, 15, 4",ростовская ростов-на-дону добровольского 15 4,47.2954695,39.7027749
93615,"РОСТОВСКАЯ ОБЛАСТЬ, МИЛЛЕРОВСКИЙ РАЙОН, МИЛЛЕРОВО ГОРОД, БАЙДУКОВА УЛИЦА, ДОМ 38",ростовская миллеровский миллерово байдукова 38,48.9195754,40.40016671968223
93616,"РОСТОВСКАЯ ОБЛАСТЬ, КАШАРСКИЙ РАЙОН, КАШАРЫ СЛОБОДА, ПАРКОВАЯ УЛИЦА, ДОМ 3, КОРПУС А",ростовская кашарский кашары парковая 3 корпус а,,
93617,"РОСТОВСКАЯ ОБЛАСТЬ, БЕЛОКАЛИТВИНСКИЙ РАЙОН, АПАНАСОВКА ХУТОР, СОЛНЕЧНАЯ УЛИЦА, ДОМ 1",ростовская белокалитвинский апанасовка солнечная 1,,
93618,"РОСТОВСКАЯ ОБЛАСТЬ, ТАГАНРОГ ГОРОД, КОЛЬЦОВСКАЯ УЛИЦА, ДОМ 112, КОРПУС 1",ростовская таганрог кольцовская 112 корпус 1,,
93619,"РОСТОВСКАЯ ОБЛАСТЬ, БЕЛОКАЛИТВИНСКИЙ РАЙОН, БЕЛАЯ КАЛИТВА ГОРОД, БЫКОВА УЛИЦА, ДОМ 4",ростовская белокалитвинский белая калитва быкова 4,,
93620,"РОСТОВСКАЯ ОБЛАСТЬ, КАШАРСКИЙ РАЙОН, ВТОРОЙ КИЕВСКИЙ ХУТОР, ГАГАРИНА УЛИЦА, 6",ростовская кашарский второй киевский гагарина 6,,
93621,"РОСТОВСКАЯ ОБЛАСТЬ, КАШАРСКИЙ РАЙОН, ТАЛЛОВЕРОВ ХУТОР, КИЕВСКАЯ УЛИЦА, 31 А",ростовская кашарский талловеров киевская 31 а,,
93622,"РОСТОВСКАЯ ОБЛАСТЬ, НОВОЧЕРКАССК ГОРОД, КАВКАЗСКАЯ УЛИЦА, 219",ростовская новочеркасск кавказская 219,47.4030041,40.0956873066271
93623,"РОСТОВСКАЯ ОБЛАСТЬ, РОСТОВ-НА-ДОНУ ГОРОД, 40-ЛЕТИЯ ПОБЕДЫ ПРОСПЕКТ, ДОМ 73, КОРПУС 4",ростовская ростов-на-дону 40-летия победы 73 корпус 4,,
93624,"РОСТОВСКАЯ ОБЛАСТЬ, ШАХТЫ ГОРОД, ШУРФОВАЯ УЛИЦА, ДОМ 202-А",ростовская шахты шурфовая 202-а,,
93625,"РОСТОВСКАЯ ОБЛАСТЬ, КАШАРСКИЙ РАЙОН, ТЕПЛЫЕ КЛЮЧИ ПОСЕЛОК, ШКОЛЬНАЯ УЛИЦА, 24",ростовская кашарский теплые ключи школьная 24,,
93626,"РОСТОВСКАЯ ОБЛАСТЬ, КАМЕНСК-ШАХТИНСКИЙ ГОРОД, ЛИХОВСКОЙ МИКРОРАЙОН, СТРОИТЕЛЕЙ ПЕРЕУЛОК, 26",ростовская каменск-шахтинский лиховской строителей 26,48.14459515,40.182480360520586
93627,"РОСТОВСКАЯ ОБЛАСТЬ, НОВОЧЕРКАССК ГОРОД, СВОБОДЫ УЛИЦА, ДОМ 22 Б",ростовская новочеркасск свободы 22 б,47.4674173,40.0768918
93629,"РОСТОВСКАЯ ОБЛАСТЬ, ДУБОВСКИЙ РАЙОН, ГУРЕЕВ ХУТОР, КООПЕРАТИВНАЯ УЛИЦА, 6",ростовская дубовский гуреев кооперативная 6,,
93630,"РОСТОВСКАЯ ОБЛАСТЬ, КАШАРСКИЙ РАЙОН, ЛЫСОГОРКА СЕЛО, МЕЛЬНИЧНАЯ УЛИЦА, 4",ростовская кашарский лысогорка мельничная 4,,
93631,"РОСТОВСКАЯ ОБЛАСТЬ, ДОНЕЦК ГОРОД, 2-Й МИКРОРАЙОН, ДОМ 24",ростовская донецк 2-й 24,,
93632,"РОСТОВСКАЯ ОБЛАСТЬ, Кашарский р-н, ПЕРВОМАЙСКОЕ С, ЛЕРМОНТОВА УЛ., Д.36",ростовская кашарский р-н первомайское с лермонтова36,,
93633,"РОСТОВСКАЯ ОБЛАСТЬ, ВЕРХНЕДОНСКОЙ РАЙОН, МИГУЛИНСКАЯ СТАНИЦА, ЛЕНИНА УЛИЦА, 13",ростовская верхнедонской мигулинская станица ленина 13,,
93634,"РОСТОВСКАЯ ОБЛАСТЬ, КАШАРСКИЙ РАЙОН, ДИБРОВЫЙ ПОСЕЛОК, ЦЕНТРАЛЬНАЯ УЛИЦА, 9",ростовская кашарский дибровый центральная 9,,
93635,"РОСТОВСКАЯ ОБЛАСТЬ, ОРЛОВСКИЙ РАЙОН, ЛУГАНСКИЙ ХУТОР, МОСКОВСКАЯ УЛИЦА, ДОМ 33",ростовская орловский луганский московская 33,46.8348969,42.0434774
93636,"РОСТОВСКАЯ ОБЛАСТЬ, НОВОЧЕРКАССК ГОРОД, ПРИВОКЗАЛЬНАЯ УЛИЦА, 8",ростовская новочеркасск привокзальная 8,47.47697135,40.06922804513773
93637,"РОСТОВСКАЯ ОБЛАСТЬ, КАМЕНСКИЙ РАЙОН, СТАРАЯ СТАНИЦА ХУТОР, СОСНОВАЯ УЛИЦА, ДОМ 5 А",ростовская каменский старая станица сосновая 5 а,48.354344,40.2810699
93638,"РОСТОВСКАЯ ОБЛАСТЬ, ВЕРХНЕДОНСКОЙ РАЙОН, КАЗАНСКАЯ СТАНИЦА, ОСИПЕНКО УЛИЦА, ДОМ 37",ростовская верхнедонской казанская станица осипенко 37,,
93639,"РОСТОВСКАЯ ОБЛАСТЬ, КАШАРСКИЙ РАЙОН, ПОНОМАРЕВ ХУТОР, ШИРОКАЯ УЛИЦА, ДОМ 1",ростовская кашарский пономарев широкая 1,,
93640,"РОСТОВСКАЯ ОБЛАСТЬ, ОРЛОВСКИЙ РАЙОН, ОРЛОВСКИЙ ПОСЕЛОК, РЯБИНОВАЯ УЛИЦА, ДОМ 9",ростовская орловский орловский рябиновая 9,46.8649783,42.0231454
93641,"РОСТОВСКАЯ ОБЛАСТЬ, НОВОЧЕРКАССК ГОРОД, ЭНЕРГЕТИКОВ ПРОСПЕКТ, 21",ростовская новочеркасск энергетиков 21,47.41124,40.2609103020482
93642,"РОСТОВСКАЯ ОБЛАСТЬ, ТАГАНРОГ ГОРОД, СЕРГЕЯ ЛАЗО УЛИЦА, ДОМ 1-1",ростовская таганрог сергея лазо 1-1,47.2568004,38.91374603296009
93643,"РОСТОВСКАЯ ОБЛАСТЬ, РОСТОВ-НА-ДОНУ ГОРОД, КОММУНИСТИЧЕСКИЙ ПРОСПЕКТ, 12, 4",ростовская ростов-на-дону коммунистический 12 4,47.2088256,39.6443924
93644,Ростовская область,ростовская ,61.0771764,41.9943256
93645,"РОСТОВСКАЯ ОБЛАСТЬ, ТАГАНРОГ ГОРОД, ЧУЧЕВА УЛИЦА, ДОМ 48, КОРПУС А",ростовская таганрог чучева 48 корпус а,,
93646,"РОСТОВСКАЯ ОБЛАСТЬ, МИЛЛЕРОВСКИЙ РАЙОН, ОЛЬХОВЫЙ РОГ СЕЛО, ВОКЗАЛЬНАЯ УЛИЦА, ДОМ 14",ростовская миллеровский ольховый рог вокзальная 14,49.008699,40.6804228
93647,"РОСТОВСКАЯ ОБЛАСТЬ, АКСАЙСКИЙ РАЙОН, АКСАЙ ГОРОД, РЕВОЛЮЦИИ УЛИЦА, 60",ростовская аксайский аксай революции 60,47.261774700000004,39.87875651030499
93648,"РОСТОВСКАЯ ОБЛАСТЬ, РЕМОНТНЕНСКИЙ РАЙОН, КИЕВКА СЕЛО, ЛЕНИНСКАЯ УЛИЦА, 93",ростовская ремонтненский киевка ленинская 93,,
93649,"РОСТОВСКАЯ ОБЛАСТЬ, КАШАРСКИЙ РАЙОН, ПОПОВКА СЛОБОДА, ЦЕНТРАЛЬНАЯ УЛИЦА, 20",ростовская кашарский поповка центральная 20,,
94018,"РЯЗАНСКАЯ ОБЛАСТЬ, РЯЗАНЬ ГОРОД, ЧЕРНОВИЦКАЯ УЛИЦА, 32А",рязанская рязань черновицкая 32а,54.60054565,39.70909477440256
93650,"РОСТОВСКАЯ ОБЛАСТЬ, ОРЛОВСКИЙ РАЙОН, ОРЛОВСКИЙ ПОСЕЛОК, ЛЕНИНА УЛИЦА, ДОМ 207",ростовская орловский орловский ленина 207,46.86897065,42.064625862961734
93651,"РОСТОВСКАЯ ОБЛАСТЬ, ВОЛГОДОНСК ГОРОД, ЭНТУЗИАСТОВ УЛИЦА, ДОМ 25В",ростовская волгодонск энтузиастов 25в,47.530853,42.1889351
93652,"РОСТОВСКАЯ ОБЛАСТЬ, НОВОЧЕРКАССК ГОРОД, СВОБОДЫ УЛИЦА, 21",ростовская новочеркасск свободы 21,47.47670445,40.074418030294765
93653,"РОСТОВСКАЯ ОБЛАСТЬ, ТАГАНРОГ ГОРОД, РЕДУТНЫЙ ПЕРЕУЛОК, ДОМ 4-1",ростовская таганрог редутный 4-1,47.2090568,38.9447026
93654,"РОСТОВСКАЯ ОБЛАСТЬ, РОСТОВ-НА-ДОНУ ГОРОД, ЗАЩИТНЫЙ ПЕРЕУЛОК, 22 А",ростовская ростов-на-дону защитный 22 а,47.2151085,39.69083
93655,"РОСТОВСКАЯ ОБЛАСТЬ, МИЛЛЕРОВСКИЙ РАЙОН, КУДИНОВКА СЛОБОДА, МИРА УЛИЦА, ДОМ 2",ростовская миллеровский кудиновка мира 2,49.2082308,40.4891737
93656,"РОСТОВСКАЯ ОБЛАСТЬ, ВЕРХНЕДОНСКОЙ РАЙОН, ПОПОВКА ХУТОР, ШОЛОХОВА УЛИЦА, 13",ростовская верхнедонской поповка шолохова 13,49.81921345,41.09853886677145
93657,"РОСТОВСКАЯ ОБЛАСТЬ, КАШАРСКИЙ РАЙОН, РОССОШЬ СЕЛО, ЦЕНТРАЛЬНАЯ УЛИЦА, 40",ростовская кашарский россошь центральная 40,,
93658,"РОСТОВСКАЯ ОБЛАСТЬ, ТАГАНРОГ ГОРОД, ПОСЕЛКОВАЯ УЛИЦА, ДОМ 58",ростовская таганрог поселковая 58,47.270030399999996,38.90107292758311
93659,"РОСТОВСКАЯ ОБЛАСТЬ, БАТАЙСК ГОРОД, СЕВЕРНАЯ ЗВЕЗДА УЛИЦА, ДОМ 10",ростовская батайск северная звезда 10,47.15794115,39.74813135082565
93660,"РОСТОВСКАЯ ОБЛАСТЬ, БОКОВСКИЙ РАЙОН, ЛИХОВИДОВСКИЙ ХУТОР, ШКОЛЬНАЯ УЛИЦА, ДОМ 7",ростовская боковский лиховидовский школьная 7,49.376338,41.5821154
93661,"РОСТОВСКАЯ ОБЛАСТЬ, ВЕРХНЕДОНСКОЙ РАЙОН, МЕЩЕРЯКОВСКИЙ ХУТОР, ШКОЛЬНАЯ УЛИЦА, 19 А",ростовская верхнедонской мещеряковский школьная 19 а,,
93662,"РОСТОВСКАЯ ОБЛАСТЬ, КАШАРСКИЙ РАЙОН, САРИНОВКА СЕЛО, Школьная улица , 8",ростовская кашарский сариновка школьная  8,,
93663,"РОСТОВСКАЯ ОБЛАСТЬ, БЕЛОКАЛИТВИНСКИЙ РАЙОН, ГОРНЯЦКИЙ ПОСЕЛОК, МАЙСКАЯ УЛИЦА, 3",ростовская белокалитвинский горняцкий майская 3,48.2928204,40.9158882
93664,Ростовская область,ростовская ,61.0771764,41.9943256
93665,"РОСТОВСКАЯ ОБЛАСТЬ, РОСТОВ-НА-ДОНУ ГОРОД, ДЕБАЛЬЦЕВСКАЯ УЛИЦА, ДОМ 4",ростовская ростов-на-дону дебальцевская 4,47.261295950000004,39.64963280451939
93666,"РОСТОВСКАЯ ОБЛАСТЬ, АКСАЙСКИЙ РАЙОН, РАССВЕТ ПОСЕЛОК, ЭКСПЕРИМЕНТАЛЬНАЯ УЛИЦА, 71",ростовская аксайский рассвет экспериментальная 71,47.36417815,39.88122626085513
93667,"РОСТОВСКАЯ ОБЛАСТЬ, ВЕРХНЕДОНСКОЙ РАЙОН, ТУБЯНСКИЙ ХУТОР, ТУБЯНСКАЯ УЛИЦА, 24",ростовская верхнедонской тубянский тубянская 24,49.7844743,41.1335425
93668,"РОСТОВСКАЯ ОБЛАСТЬ, КАШАРСКИЙ РАЙОН, СЕРГЕЕВКА ХУТОР, СЕРГЕЕВСКАЯ УЛИЦА, 1",ростовская кашарский сергеевка сергеевская 1,,
93669,"РОСТОВСКАЯ ОБЛАСТЬ, БЕЛОКАЛИТВИНСКИЙ РАЙОН, ШОЛОХОВСКИЙ РАБОЧИЙ ПОСЕЛОК, ПУШКИНА УЛИЦА, 37, А",ростовская белокалитвинский шолоховский пушкина 37 а,,
93670,"РОСТОВСКАЯ ОБЛАСТЬ, НОВОЧЕРКАССК ГОРОД, ТРОИЦКАЯ УЛИЦА, 66",ростовская новочеркасск троицкая 66,47.418837249999996,40.083191582231834
93671,"РОСТОВСКАЯ ОБЛАСТЬ, РОСТОВ-НА-ДОНУ ГОРОД, ГРИЗОДУБОВОЙ УЛИЦА, 10""А""","ростовская ростов-на-дону гризодубовой 10""а""",47.21087675,39.6493314
93672,"РОСТОВСКАЯ ОБЛАСТЬ, РОСТОВ-НА-ДОНУ ГОРОД, ТАГАНРОГСКАЯ УЛИЦА, ДОМ 143/4",ростовская ростов-на-дону таганрогская 143/4,47.2619805,39.6559651
93673,"РОСТОВСКАЯ ОБЛАСТЬ, ВЕРХНЕДОНСКОЙ РАЙОН, МЕШКОВСКАЯ СТАНИЦА, ЦЕНТРАЛЬНАЯ УЛИЦА, 7",ростовская верхнедонской мешковская станица центральная 7,,
93674,"РОСТОВСКАЯ ОБЛАСТЬ, БЕЛОКАЛИТВИНСКИЙ РАЙОН, КОКСОВЫЙ ПОСЕЛОК, ЧЕХОВА УЛИЦА, 3",ростовская белокалитвинский коксовый чехова 3,,
93675,"РОСТОВСКАЯ ОБЛАСТЬ, ТАГАНРОГ ГОРОД, ФРУНЗЕ УЛИЦА, 56",ростовская таганрог фрунзе 56,47.21652645,38.92488593572411
93676,"РОСТОВСКАЯ ОБЛАСТЬ, РОСТОВ-НА-ДОНУ ГОРОД, МЫЛЬНИКОВА УЛИЦА, ДОМ 9",ростовская ростов-на-дону мыльникова 9,47.2599958,39.64534350010004
93677,"РОСТОВСКАЯ ОБЛАСТЬ, РОСТОВ-НА-ДОНУ ГОРОД, ЕРЕМЕНКО УЛИЦА, ДОМ 60, КОРПУС 13",ростовская ростов-на-дону еременко 60 корпус 13,,
93678,"РОСТОВСКАЯ ОБЛАСТЬ, ВЕРХНЕДОНСКОЙ РАЙОН, ВЕРХНЯКОВСКИЙ ХУТОР, ЦЕНТРАЛЬНАЯ УЛИЦА, 24",ростовская верхнедонской верхняковский центральная 24,,
93679,"РОСТОВСКАЯ ОБЛАСТЬ, БЕЛОКАЛИТВИНСКИЙ РАЙОН, СИНЕГОРСКИЙ ПОСЕЛОК, БЕЛИНСКОГО УЛИЦА, 2",ростовская белокалитвинский синегорский белинского 2,,
93680,"РОСТОВСКАЯ ОБЛАСТЬ, САЛЬСКИЙ РАЙОН, НОВЫЙ ЕГОРЛЫК СЕЛО, ГАГАРИНА УЛИЦА, ДОМ 12-А",ростовская сальский новый егорлык гагарина 12-а,46.404423,41.8824086
93681,"РОСТОВСКАЯ ОБЛАСТЬ, ВЕРХНЕДОНСКОЙ РАЙОН, КАЗАНСКАЯ СТАНИЦА, КОММУНАЛЬНАЯ УЛИЦА, ДОМ 11",ростовская верхнедонской казанская станица коммунальная 11,,
93682,"РОСТОВСКАЯ ОБЛАСТЬ, БЕЛОКАЛИТВИНСКИЙ РАЙОН, СИНЕГОРСКИЙ ПОСЕЛОК, М.ГОРЬКОГО УЛИЦА, 2",ростовская белокалитвинский синегорский м.горького 2,48.0170999,40.8339927
93683,"РОСТОВСКАЯ ОБЛАСТЬ, ШАХТЫ ГОРОД, ТАТАРКИНА ПЕРЕУЛОК, 16, А",ростовская шахты татаркина 16 а,47.7267028,40.2832932
93684,Ростовская область,ростовская ,61.0771764,41.9943256
93685,"РОСТОВСКАЯ ОБЛАСТЬ, САЛЬСКИЙ РАЙОН, НОВЫЙ ЕГОРЛЫК СЕЛО, КРАСНАЯ УЛИЦА, ДОМ 32 ""В""","ростовская сальский новый егорлык красная 32 ""в""",,
93686,"РОСТОВСКАЯ ОБЛАСТЬ, ВЕРХНЕДОНСКОЙ РАЙОН, КАЗАНСКАЯ СТАНИЦА, ПЕРВОМАЙСКАЯ УЛИЦА, ДОМ 60",ростовская верхнедонской казанская станица первомайская 60,,
93687,"РОСТОВСКАЯ ОБЛАСТЬ, ЗИМОВНИКОВСКИЙ РАЙОН, ЗИМОВНИКИ ПОСЕЛОК, ИГНАТОВСКИЙ ПЕРЕУЛОК, ДОМ 85",ростовская зимовниковский зимовники игнатовский 85,47.136967150000004,42.481828482840186
93688,"РОСТОВСКАЯ ОБЛАСТЬ, БЕЛОКАЛИТВИНСКИЙ РАЙОН, ВИНОГРАДНЫЙ ПОСЕЛОК, АРТИЛЛЕРИЙСКАЯ УЛИЦА, 19",ростовская белокалитвинский виноградный артиллерийская 19,,
93689,"РОСТОВСКАЯ ОБЛАСТЬ, ЗИМОВНИКОВСКИЙ РАЙОН, ЗИМОВНИКИ ПОСЕЛОК, СПОРТИВНЫЙ ПЕРЕУЛОК, 5""В""","ростовская зимовниковский зимовники спортивный 5""в""",47.15068395,42.47898825
93690,"РОСТОВСКАЯ ОБЛАСТЬ, БЕЛОКАЛИТВИНСКИЙ РАЙОН, УГЛЕКАМЕННЫЙ ПОСЕЛОК, ТЕРПИГОРЬЕВА УЛИЦА, 14",ростовская белокалитвинский углекаменный терпигорьева 14,47.9914221,40.8863711
